Sales_ID,Order_ID,Product_ID,Sales,Quantity,Discount,Profit,Customer_ID,Order_Date,Ship_Date,Ship_Mode,Country,City,State,Postal_code,Region,Customer_Name,Segment,Category,Sub_category,Product_Name,Order_Year,Order_Month_No,Order_Month,Quarter,Day_Name,Week_Number,Processing_Days,Profit_Margin,Average_Selling_Price
5228,CA-2016-119865,FUR-BO-10003272,353.57,2,0.2,-44.196,AS-10090,2016-06-21,2016-06-26,Standard Class,United States,New York City,New York,10011,East,Adam Shillingsburg,Consumer,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,2016,6,June,2,Tuesday,25,5,-12.499929292643607,176.785
5229,US-2014-147648,OFF-PA-10001033,81.98,2,0.0,40.1702,LS-16975,2014-11-26,2014-12-01,Standard Class,United States,San Francisco,California,94109,West,Lindsay Shagiari,Home Office,Office Supplies,Paper,Xerox 1893,2014,11,November,4,Wednesday,48,5,49.0,40.99
5230,CA-2017-124436,OFF-BI-10001553,14.62,2,0.2,5.1184,SA-20830,2017-03-19,2017-03-22,Second Class,United States,Fresno,California,93727,West,Sue Ann Reed,Consumer,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,2017,3,March,1,Sunday,11,3,35.00957592339262,7.31
5231,CA-2017-124436,FUR-TA-10001095,697.16,5,0.2,8.7145,SA-20830,2017-03-19,2017-03-22,Second Class,United States,Fresno,California,93727,West,Sue Ann Reed,Consumer,Furniture,Tables,Chromcraft Round Conference Tables,2017,3,March,1,Sunday,11,3,1.25,139.432
5232,CA-2017-124436,FUR-FU-10001185,30.93,1,0.0,12.6813,SA-20830,2017-03-19,2017-03-22,Second Class,United States,Fresno,California,93727,West,Sue Ann Reed,Consumer,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",2017,3,March,1,Sunday,11,3,41.0,30.93
5233,CA-2017-124436,OFF-BI-10000343,27.5,7,0.2,9.2799,SA-20830,2017-03-19,2017-03-22,Second Class,United States,Fresno,California,93727,West,Sue Ann Reed,Consumer,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2017,3,March,1,Sunday,11,3,33.745090909090905,3.9285714285714284
5234,CA-2014-115084,FUR-CH-10004626,605.34,6,0.0,145.2816,LS-17200,2014-10-18,2014-10-22,Standard Class,United States,Texarkana,Arkansas,71854,South,Luke Schmidt,Corporate,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,2014,10,October,4,Saturday,42,4,24.0,100.89
5235,CA-2017-131037,FUR-TA-10001768,210.01,1,0.2,2.6251,TM-21490,2017-08-22,2017-08-23,First Class,United States,San Francisco,California,94110,West,Tony Molinari,Consumer,Furniture,Tables,Hon Racetrack Conference Tables,2017,8,August,3,Tuesday,34,1,1.2499880958049618,210.01
5236,CA-2016-111143,OFF-AP-10001947,54.96,3,0.0,15.9384,TT-21265,2016-11-19,2016-11-22,First Class,United States,Indianapolis,Indiana,46203,Central,Tim Taslimi,Corporate,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,2016,11,November,4,Saturday,46,3,28.999999999999996,18.32
5237,CA-2014-166744,FUR-FU-10004952,164.22,3,0.0,50.9082,DN-13690,2014-09-20,2014-09-24,Standard Class,United States,Columbia,Maryland,21044,East,Duane Noonan,Consumer,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",2014,9,September,3,Saturday,38,4,31.0,54.74
5238,CA-2014-166744,FUR-BO-10001337,362.94,3,0.0,36.294,DN-13690,2014-09-20,2014-09-24,Standard Class,United States,Columbia,Maryland,21044,East,Duane Noonan,Consumer,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,2014,9,September,3,Saturday,38,4,10.0,120.98
5239,CA-2014-166744,TEC-AC-10003628,59.98,2,0.0,26.3912,DN-13690,2014-09-20,2014-09-24,Standard Class,United States,Columbia,Maryland,21044,East,Duane Noonan,Consumer,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,2014,9,September,3,Saturday,38,4,44.00000000000001,29.99
5240,CA-2016-116561,OFF-ST-10004186,332.94,3,0.0,6.6588,EB-14110,2016-09-11,2016-09-17,Standard Class,United States,San Jose,California,95123,West,Eugene Barchas,Consumer,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",2016,9,September,3,Sunday,36,6,2.0,110.98
5241,CA-2016-116561,OFF-BI-10001658,39.87,2,0.2,12.9584,EB-14110,2016-09-11,2016-09-17,Standard Class,United States,San Jose,California,95123,West,Eugene Barchas,Consumer,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,2016,9,September,3,Sunday,36,6,32.50163029847003,19.935
5242,CA-2016-110730,OFF-SU-10004737,13.68,2,0.0,3.6936,CM-11815,2016-09-23,2016-09-26,Second Class,United States,Seattle,Washington,98115,West,Candace McMahon,Corporate,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,2016,9,September,3,Friday,38,3,27.0,6.84
5243,CA-2017-146367,OFF-BI-10002827,3.32,3,0.8,-5.6406,HM-14860,2017-08-04,2017-08-08,Standard Class,United States,Carrollton,Texas,75007,Central,Harry Marie,Corporate,Office Supplies,Binders,Avery Durable Poly Binders,2017,8,August,3,Friday,31,4,-169.8975903614458,1.1066666666666667
5244,CA-2016-149454,OFF-BI-10003694,10.44,1,0.0,4.8024,KM-16375,2016-07-25,2016-07-26,First Class,United States,Arlington,Virginia,22204,South,Katherine Murray,Home Office,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",2016,7,July,3,Monday,30,1,46.0,10.44
5245,CA-2016-156265,FUR-TA-10001691,136.46,2,0.2,15.3522,BF-11020,2016-08-02,2016-08-04,Second Class,United States,Los Angeles,California,90032,West,Barry Französisch,Corporate,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",2016,8,August,3,Tuesday,31,2,11.250329766964677,68.23
5246,CA-2016-156265,TEC-PH-10001918,333.58,3,0.2,33.3576,BF-11020,2016-08-02,2016-08-04,Second Class,United States,Los Angeles,California,90032,West,Barry Französisch,Corporate,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,2016,8,August,3,Tuesday,31,2,9.999880088734336,111.19333333333333
5247,CA-2016-156265,OFF-BI-10000285,12.54,2,0.2,4.704,BF-11020,2016-08-02,2016-08-04,Second Class,United States,Los Angeles,California,90032,West,Barry Französisch,Corporate,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,2016,8,August,3,Tuesday,31,2,37.51196172248804,6.27
5248,US-2015-168914,OFF-AP-10000358,20.77,8,0.8,-52.9584,JE-15745,2015-05-21,2015-05-27,Standard Class,United States,Frankfort,Illinois,60423,Central,Joel Eaton,Consumer,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,2015,5,May,2,Thursday,21,6,-254.97544535387578,2.59625
5249,US-2017-110989,TEC-AC-10002345,43.5,3,0.0,10.875,EJ-14155,2017-11-03,2017-11-05,Second Class,United States,Seattle,Washington,98105,West,Eva Jacobs,Consumer,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,2017,11,November,4,Friday,44,2,25.0,14.5
5250,CA-2015-106215,OFF-FA-10001229,12.58,4,0.2,4.0872,BN-11470,2015-04-16,2015-04-21,Standard Class,United States,Philadelphia,Pennsylvania,19143,East,Brad Norvell,Corporate,Office Supplies,Fasteners,Staples,2015,4,April,2,Thursday,16,5,32.489666136724956,3.145
5251,US-2016-169369,TEC-AC-10001314,249.95,5,0.0,19.996,EC-14050,2016-12-12,2016-12-18,Standard Class,United States,Columbus,Georgia,31907,South,Erin Creighton,Consumer,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,2016,12,December,4,Monday,50,6,8.0,49.989999999999995
5252,US-2016-169369,OFF-PA-10004438,49.12,4,0.0,23.0864,EC-14050,2016-12-12,2016-12-18,Standard Class,United States,Columbus,Georgia,31907,South,Erin Creighton,Consumer,Office Supplies,Paper,Xerox 1907,2016,12,December,4,Monday,50,6,47.0,12.28
5253,CA-2015-132318,OFF-AP-10000026,182.91,3,0.0,53.0439,TT-21220,2015-10-30,2015-11-02,First Class,United States,Virginia Beach,Virginia,23464,South,Thomas Thornton,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,2015,10,October,4,Friday,44,3,29.000000000000004,60.97
5254,US-2014-131982,OFF-BI-10004224,107.65,2,0.2,33.64,NP-18685,2014-03-07,2014-03-11,Second Class,United States,Des Moines,Washington,98198,West,Nora Pelletier,Home Office,Office Supplies,Binders,Catalog Binders with Expanding Posts,2014,3,March,1,Friday,10,4,31.249419414770085,53.825
5255,CA-2015-125185,FUR-CH-10002647,99.37,2,0.3,-7.098,AH-10195,2015-03-05,2015-03-07,Second Class,United States,Bethlehem,Pennsylvania,18018,East,Alan Haines,Corporate,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",2015,3,March,1,Thursday,10,2,-7.143000905705947,49.685
5256,CA-2015-125185,FUR-FU-10003247,33.57,2,0.2,-5.4548,AH-10195,2015-03-05,2015-03-07,Second Class,United States,Bethlehem,Pennsylvania,18018,East,Alan Haines,Corporate,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,2015,3,March,1,Thursday,10,2,-16.24903187369675,16.785
5257,CA-2016-130078,OFF-PA-10003270,10.56,2,0.0,4.752,CC-12145,2016-08-08,2016-08-14,Standard Class,United States,Oklahoma City,Oklahoma,73120,Central,Charles Crestani,Consumer,Office Supplies,Paper,Xerox 1954,2016,8,August,3,Monday,32,6,44.99999999999999,5.28
5258,US-2017-114034,OFF-PA-10004735,38.88,6,0.0,18.6624,DL-13315,2017-01-03,2017-01-08,Standard Class,United States,Rancho Cucamonga,California,91730,West,Delfina Latchford,Consumer,Office Supplies,Paper,Xerox 1905,2017,1,January,1,Tuesday,1,5,48.00000000000001,6.48
5259,US-2017-115595,OFF-PA-10001745,35.2,5,0.0,16.544,XP-21865,2017-10-09,2017-10-11,First Class,United States,Los Angeles,California,90032,West,Xylona Preis,Consumer,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",2017,10,October,4,Monday,41,2,47.0,7.040000000000001
5260,CA-2017-158722,OFF-PA-10000176,45.53,3,0.2,15.9348,MA-17560,2017-10-20,2017-10-26,Standard Class,United States,Philadelphia,Pennsylvania,19120,East,Matt Abelman,Home Office,Office Supplies,Paper,Xerox 1887,2017,10,October,4,Friday,42,6,34.9984625521634,15.176666666666668
5261,CA-2014-105165,TEC-PH-10000675,196.78,3,0.2,14.7582,SZ-20035,2014-09-07,2014-09-10,First Class,United States,Houston,Texas,77036,Central,Sam Zeldin,Home Office,Technology,Phones,Panasonic KX TS3282B Corded phone,2014,9,September,3,Sunday,36,3,7.499847545482265,65.59333333333333
5262,CA-2014-105165,OFF-BI-10000050,2.92,2,0.8,-4.818,SZ-20035,2014-09-07,2014-09-10,First Class,United States,Houston,Texas,77036,Central,Sam Zeldin,Home Office,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2014,9,September,3,Sunday,36,3,-165.0,1.46
5263,CA-2014-105165,FUR-TA-10004154,200.8,1,0.3,-22.948,SZ-20035,2014-09-07,2014-09-10,First Class,United States,Houston,Texas,77036,Central,Sam Zeldin,Home Office,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2014,9,September,3,Sunday,36,3,-11.42828685258964,200.8
5264,CA-2014-105165,TEC-AC-10002718,46.69,4,0.2,-2.918,SZ-20035,2014-09-07,2014-09-10,First Class,United States,Houston,Texas,77036,Central,Sam Zeldin,Home Office,Technology,Accessories,Belkin Standard 104 key USB Keyboard,2014,9,September,3,Sunday,36,3,-6.249732276718785,11.6725
5265,CA-2014-105165,OFF-AR-10003179,21.86,3,0.2,3.5529,SZ-20035,2014-09-07,2014-09-10,First Class,United States,Houston,Texas,77036,Central,Sam Zeldin,Home Office,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,2014,9,September,3,Sunday,36,3,16.252973467520587,7.286666666666666
5266,CA-2017-147452,OFF-PA-10001838,11.76,2,0.0,5.7624,CS-11845,2017-09-30,2017-10-03,First Class,United States,Seattle,Washington,98103,West,Cari Sayre,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",2017,9,September,3,Saturday,39,3,49.00000000000001,5.88
5267,CA-2017-147452,OFF-PA-10004039,167.94,3,0.0,82.2906,CS-11845,2017-09-30,2017-10-03,First Class,United States,Seattle,Washington,98103,West,Cari Sayre,Corporate,Office Supplies,Paper,Xerox 1882,2017,9,September,3,Saturday,39,3,49.0,55.98
5268,CA-2017-147452,OFF-AP-10001626,3.89,1,0.0,1.0114,CS-11845,2017-09-30,2017-10-03,First Class,United States,Seattle,Washington,98103,West,Cari Sayre,Corporate,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2017,9,September,3,Saturday,39,3,26.0,3.89
5269,US-2017-114657,TEC-MA-10003173,52.44,4,0.0,24.1224,MH-18115,2017-11-16,2017-11-21,Standard Class,United States,Yonkers,New York,10701,East,Mick Hernandez,Home Office,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,2017,11,November,4,Thursday,46,5,46.0,13.11
5270,CA-2017-144484,FUR-FU-10000260,32.36,4,0.0,11.6496,CB-12025,2017-09-11,2017-09-11,Same Day,United States,San Francisco,California,94110,West,Cassandra Brandow,Consumer,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",2017,9,September,3,Monday,37,0,36.0,8.09
5271,CA-2017-144484,OFF-AP-10004487,406.6,5,0.0,113.848,CB-12025,2017-09-11,2017-09-11,Same Day,United States,San Francisco,California,94110,West,Cassandra Brandow,Consumer,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,2017,9,September,3,Monday,37,0,27.999999999999996,81.32000000000001
5272,CA-2017-125913,FUR-FU-10001487,27.92,4,0.0,8.0968,JO-15145,2017-01-16,2017-01-16,Same Day,United States,Los Angeles,California,90008,West,Jack O'Briant,Corporate,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",2017,1,January,1,Monday,3,0,28.999999999999996,6.98
5273,CA-2017-125913,FUR-TA-10001520,399.67,7,0.2,-14.9877,JO-15145,2017-01-16,2017-01-16,Same Day,United States,Los Angeles,California,90008,West,Jack O'Briant,Corporate,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2017,1,January,1,Monday,3,0,-3.750018765481522,57.09571428571429
5274,US-2016-158309,OFF-BI-10000145,3.74,4,0.7,-2.6208,PA-19060,2016-11-26,2016-11-29,First Class,United States,Miami,Florida,33142,South,Pete Armstrong,Home Office,Office Supplies,Binders,Zipper Ring Binder Pockets,2016,11,November,4,Saturday,47,3,-70.07486631016042,0.935
5275,CA-2015-162887,FUR-CH-10000595,715.2,3,0.0,178.8,SV-20785,2015-11-07,2015-11-09,Second Class,United States,Burlington,Vermont,5408,East,Stewart Visinsky,Consumer,Furniture,Chairs,Safco Contoured Stacking Chairs,2015,11,November,4,Saturday,45,2,25.0,238.4
5276,CA-2017-147333,TEC-AC-10004469,159.8,4,0.0,70.312,KL-16555,2017-12-14,2017-12-20,Standard Class,United States,Fayetteville,Arkansas,72701,South,Kelly Lampkin,Corporate,Technology,Accessories,Microsoft Sculpt Comfort Mouse,2017,12,December,4,Thursday,50,6,43.99999999999999,39.95
5277,CA-2017-147333,TEC-AC-10003038,44.75,5,0.0,8.5025,KL-16555,2017-12-14,2017-12-20,Standard Class,United States,Fayetteville,Arkansas,72701,South,Kelly Lampkin,Corporate,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,2017,12,December,4,Thursday,50,6,19.0,8.95
5278,CA-2014-113859,FUR-CH-10004698,340.12,6,0.3,-9.7176,BC-11125,2014-09-13,2014-09-17,Standard Class,United States,Odessa,Texas,79762,Central,Becky Castell,Home Office,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",2014,9,September,3,Saturday,37,4,-2.857109255556862,56.68666666666667
5279,CA-2014-159681,OFF-PA-10003641,105.52,4,0.0,48.5392,PO-18850,2014-12-07,2014-12-13,Standard Class,United States,Virginia Beach,Virginia,23464,South,Patrick O'Brill,Consumer,Office Supplies,Paper,Xerox 1909,2014,12,December,4,Sunday,49,6,46.0,26.38
5280,US-2017-104094,TEC-AC-10002134,13.48,1,0.0,1.8872,AG-10675,2017-09-07,2017-09-11,Standard Class,United States,Milwaukee,Wisconsin,53209,Central,Anna Gayman,Consumer,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,2017,9,September,3,Thursday,36,4,13.999999999999998,13.48
5281,CA-2017-152709,OFF-ST-10001837,85.52,2,0.0,22.2352,DB-13210,2017-10-07,2017-10-12,Standard Class,United States,Detroit,Michigan,48234,Central,Dean Braden,Consumer,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",2017,10,October,4,Saturday,40,5,26.0,42.76
5282,CA-2015-105158,FUR-FU-10001706,6.16,2,0.0,2.9568,SP-20860,2015-09-05,2015-09-10,Standard Class,United States,Rochester,Minnesota,55901,Central,Sung Pak,Corporate,Furniture,Furnishings,Longer-Life Soft White Bulbs,2015,9,September,3,Saturday,36,5,48.0,3.08
5283,CA-2015-105158,OFF-PA-10001970,36.84,3,0.0,17.3148,SP-20860,2015-09-05,2015-09-10,Standard Class,United States,Rochester,Minnesota,55901,Central,Sung Pak,Corporate,Office Supplies,Paper,Xerox 1908,2015,9,September,3,Saturday,36,5,47.0,12.280000000000001
5284,CA-2014-133424,OFF-ST-10002957,15.84,3,0.0,0.0,Dl-13600,2014-03-30,2014-04-04,Standard Class,United States,Seattle,Washington,98105,West,Dorris liebe,Corporate,Office Supplies,Storage,Sterilite Show Offs Storage Containers,2014,3,March,1,Sunday,13,5,0.0,5.28
5285,CA-2014-133424,OFF-LA-10002312,44.4,3,0.0,22.2,Dl-13600,2014-03-30,2014-04-04,Standard Class,United States,Seattle,Washington,98105,West,Dorris liebe,Corporate,Office Supplies,Labels,Avery 490,2014,3,March,1,Sunday,13,5,50.0,14.799999999999999
5286,CA-2017-105991,OFF-EN-10002600,21.24,9,0.2,7.434,LH-17020,2017-05-05,2017-05-06,First Class,United States,Louisville,Colorado,80027,West,Lisa Hazard,Consumer,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",2017,5,May,2,Friday,18,1,35.0,2.36
5287,CA-2017-105991,OFF-BI-10003274,9.55,8,0.7,-7.3232,LH-17020,2017-05-05,2017-05-06,First Class,United States,Louisville,Colorado,80027,West,Lisa Hazard,Consumer,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2017,5,May,2,Friday,18,1,-76.68272251308899,1.19375
5288,CA-2017-105991,FUR-BO-10004467,89.99,3,0.7,-152.9847,LH-17020,2017-05-05,2017-05-06,First Class,United States,Louisville,Colorado,80027,West,Lisa Hazard,Consumer,Furniture,Bookcases,Bestar Classic Bookcase,2017,5,May,2,Friday,18,1,-170.00188909878878,29.996666666666666
5289,US-2017-136784,OFF-PA-10000675,163.96,4,0.0,80.3404,AD-10180,2017-04-30,2017-05-05,Standard Class,United States,San Francisco,California,94122,West,Alan Dominguez,Home Office,Office Supplies,Paper,Xerox 1919,2017,4,April,2,Sunday,17,5,49.0,40.99
5290,CA-2014-146283,OFF-PA-10002259,17.9,2,0.2,6.2664,KT-16465,2014-09-08,2014-09-15,Standard Class,United States,Houston,Texas,77036,Central,Kean Takahito,Consumer,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",2014,9,September,3,Monday,37,7,35.007821229050286,8.95
5291,CA-2014-146283,FUR-CH-10004287,966.7,5,0.3,-13.81,KT-16465,2014-09-08,2014-09-15,Standard Class,United States,Houston,Texas,77036,Central,Kean Takahito,Consumer,Furniture,Chairs,SAFCO Arco Folding Chair,2014,9,September,3,Monday,37,7,-1.4285714285714286,193.34
5292,CA-2014-146283,OFF-PA-10000482,182.11,6,0.2,61.4628,KT-16465,2014-09-08,2014-09-15,Standard Class,United States,Houston,Texas,77036,Central,Kean Takahito,Consumer,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",2014,9,September,3,Monday,37,7,33.750370655098564,30.35166666666667
5293,CA-2017-151218,OFF-ST-10004835,4.46,1,0.2,0.3348,PJ-19015,2017-06-20,2017-06-23,First Class,United States,Miami,Florida,33180,South,Pauline Johnson,Consumer,Office Supplies,Storage,Plastic Stacking Crates & Casters,2017,6,June,2,Tuesday,25,3,7.506726457399103,4.46
5294,CA-2015-111073,FUR-TA-10004086,51.59,1,0.4,-15.4764,MC-18100,2015-12-26,2015-12-30,Standard Class,United States,Medina,Ohio,44256,East,Mick Crebagga,Consumer,Furniture,Tables,KI Adjustable-Height Table,2015,12,December,4,Saturday,52,4,-29.99883698391161,51.59
5295,CA-2017-144883,OFF-LA-10000305,50.4,8,0.0,23.184,BO-11350,2017-08-15,2017-08-19,Standard Class,United States,Roseville,Minnesota,55113,Central,Bill Overfelt,Corporate,Office Supplies,Labels,Avery 495,2017,8,August,3,Tuesday,33,4,46.0,6.3
5296,CA-2017-142174,OFF-PA-10000806,89.57,2,0.2,32.4684,DP-13000,2017-03-04,2017-03-09,Standard Class,United States,Houston,Texas,77041,Central,Darren Powers,Consumer,Office Supplies,Paper,Xerox 1934,2017,3,March,1,Saturday,9,5,36.24919057720219,44.785
5297,CA-2017-108791,FUR-FU-10004018,14.89,1,0.0,4.0203,TM-21490,2017-07-27,2017-07-31,Standard Class,United States,Yonkers,New York,10701,East,Tony Molinari,Consumer,Furniture,Furnishings,Tensor Computer Mounted Lamp,2017,7,July,3,Thursday,30,4,26.999999999999996,14.89
5298,CA-2017-108791,TEC-PH-10002660,543.92,8,0.0,135.98,TM-21490,2017-07-27,2017-07-31,Standard Class,United States,Yonkers,New York,10701,East,Tony Molinari,Consumer,Technology,Phones,Nortel Networks T7316 E Nt8 B27,2017,7,July,3,Thursday,30,4,25.0,67.99
5299,CA-2016-106656,OFF-EN-10001509,4.08,2,0.0,1.9176,DV-13045,2016-09-23,2016-09-26,First Class,United States,San Diego,California,92037,West,Darrin Van Huff,Corporate,Office Supplies,Envelopes,Poly String Tie Envelopes,2016,9,September,3,Friday,38,3,47.0,2.04
5300,CA-2016-106656,OFF-LA-10003148,18.9,3,0.0,8.694,DV-13045,2016-09-23,2016-09-26,First Class,United States,San Diego,California,92037,West,Darrin Van Huff,Corporate,Office Supplies,Labels,Avery 51,2016,9,September,3,Friday,38,3,46.00000000000001,6.3
5301,CA-2016-113831,FUR-TA-10002645,2275.5,10,0.0,386.835,AH-10690,2016-05-30,2016-06-03,Standard Class,United States,Springfield,Virginia,22153,South,Anna Häberlin,Corporate,Furniture,Tables,Hon Rectangular Conference Tables,2016,5,May,2,Monday,22,4,17.0,227.55
5302,CA-2016-113831,TEC-AC-10003033,1979.7,6,0.0,653.301,AH-10690,2016-05-30,2016-06-03,Standard Class,United States,Springfield,Virginia,22153,South,Anna Häberlin,Corporate,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2016,5,May,2,Monday,22,4,33.0,329.95
5303,CA-2016-113831,OFF-LA-10001297,62.1,6,0.0,29.808,AH-10690,2016-05-30,2016-06-03,Standard Class,United States,Springfield,Virginia,22153,South,Anna Häberlin,Corporate,Office Supplies,Labels,Avery 473,2016,5,May,2,Monday,22,4,48.0,10.35
5304,US-2014-139500,FUR-CH-10002017,37.3,2,0.3,-1.0656,AB-10165,2014-11-16,2014-11-20,Standard Class,United States,Decatur,Illinois,62521,Central,Alan Barnes,Consumer,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,2014,11,November,4,Sunday,46,4,-2.8568364611260058,18.65
5305,US-2014-166310,FUR-FU-10001546,8.54,2,0.6,-7.476,JS-15940,2014-09-21,2014-09-23,First Class,United States,Garland,Texas,75043,Central,Joni Sundaresam,Home Office,Furniture,Furnishings,Dana Swing-Arm Lamps,2014,9,September,3,Sunday,38,2,-87.54098360655739,4.27
5306,US-2016-168410,FUR-FU-10000629,68.95,5,0.0,28.959,BV-11245,2016-02-21,2016-02-26,Standard Class,United States,Oceanside,New York,11572,East,Benjamin Venier,Corporate,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,2016,2,February,1,Sunday,7,5,42.0,13.790000000000001
5307,US-2016-168410,OFF-ST-10000036,296.37,3,0.0,80.0199,BV-11245,2016-02-21,2016-02-26,Standard Class,United States,Oceanside,New York,11572,East,Benjamin Venier,Corporate,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",2016,2,February,1,Sunday,7,5,27.0,98.79
5308,US-2016-168410,TEC-PH-10002583,39.98,2,0.0,1.999,BV-11245,2016-02-21,2016-02-26,Standard Class,United States,Oceanside,New York,11572,East,Benjamin Venier,Corporate,Technology,Phones,iOttie HLCRIO102 Car Mount,2016,2,February,1,Sunday,7,5,5.000000000000001,19.99
5309,CA-2017-131254,FUR-CH-10003774,191.06,3,0.3,-46.3998,NC-18415,2017-11-19,2017-11-21,First Class,United States,Houston,Texas,77095,Central,Nathan Cano,Consumer,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",2017,11,November,4,Sunday,46,2,-24.285460064901077,63.68666666666667
5310,CA-2017-131254,OFF-AR-10003876,13.04,5,0.2,3.912,NC-18415,2017-11-19,2017-11-21,First Class,United States,Houston,Texas,77095,Central,Nathan Cano,Consumer,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",2017,11,November,4,Sunday,46,2,30.0,2.6079999999999997
5311,CA-2017-131254,OFF-BI-10003527,1525.19,6,0.8,-2287.782,NC-18415,2017-11-19,2017-11-21,First Class,United States,Houston,Texas,77095,Central,Nathan Cano,Consumer,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2017,11,November,4,Sunday,46,2,-149.99980330319502,254.19833333333335
5312,CA-2016-123414,OFF-LA-10004559,9.22,4,0.2,3.3408,SU-20665,2016-08-21,2016-08-27,Standard Class,United States,Greenville,North Carolina,27834,South,Stephanie Ulpright,Home Office,Office Supplies,Labels,Avery 49,2016,8,August,3,Sunday,33,6,36.23427331887202,2.305
5313,CA-2016-123414,OFF-SU-10002573,28.05,2,0.2,3.506,SU-20665,2016-08-21,2016-08-27,Standard Class,United States,Greenville,North Carolina,27834,South,Stephanie Ulpright,Home Office,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",2016,8,August,3,Sunday,33,6,12.499108734402851,14.025
5314,CA-2017-137876,FUR-FU-10000222,64.96,2,0.0,21.4368,DJ-13510,2017-04-30,2017-05-05,Standard Class,United States,San Francisco,California,94110,West,Don Jones,Corporate,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",2017,4,April,2,Sunday,17,5,33.00000000000001,32.48
5315,CA-2017-137876,OFF-EN-10001219,30.56,4,0.0,14.9744,DJ-13510,2017-04-30,2017-05-05,Standard Class,United States,San Francisco,California,94110,West,Don Jones,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",2017,4,April,2,Sunday,17,5,49.0,7.64
